year,km_driven,fuel,seller_type,transmission,owner,selling_price
2018,50000,Diesel,Individual,Manual,First Owner,980000
2014,90000,Diesel,Individual,Manual,First Owner,250000
2018,35000,Petrol,Individual,Automatic,First Owner,550000
2015,43000,Petrol,Individual,Manual,Second Owner,509999
2017,50000,Petrol,Individual,Manual,First Owner,320000
2016,25000,Petrol,Individual,Manual,First Owner,275000
2013,222252,Diesel,Individual,Manual,First Owner,550000
2009,50000,Petrol,Individual,Manual,Second Owner,145000
2013,80000,Diesel,Individual,Manual,First Owner,250000
2012,35000,Diesel,Individual,Manual,First Owner,520000
2007,85000,Petrol,Individual,Manual,Second Owner,95000
2011,110000,Diesel,Individual,Manual,Third Owner,725000
2006,70000,Petrol,Individual,Manual,Second Owner,55000
2014,100000,Diesel,Individual,Manual,First Owner,600000
2013,120000,Diesel,Individual,Manual,Second Owner,330000
2015,89000,Diesel,Individual,Manual,First Owner,470000
2013,120000,Diesel,Individual,Manual,First Owner,365000
2013,40000,Petrol,Individual,Manual,Second Owner,250000
2017,17000,Petrol,Individual,Manual,First Owner,430000
2013,125000,Diesel,Individual,Manual,Second Owner,400000
2015,110000,Petrol,Individual,Manual,Second Owner,615000
2011,120000,Diesel,Individual,Manual,Second Owner,150000
2014,90000,Diesel,Individual,Manual,First Owner,240000
2014,90000,Diesel,Individual,Manual,First Owner,800000
2015,110000,LPG,Individual,Manual,First Owner,240000
2014,87000,Diesel,Individual,Manual,Second Owner,600000
2014,15000,Diesel,Individual,Manual,First Owner,800000
2015,70000,Petrol,Individual,Manual,First Owner,160000
2012,38000,Petrol,Individual,Manual,First Owner,350000
2011,64000,Petrol,Individual,Manual,Second Owner,300000
2015,55250,Diesel,Individual,Manual,First Owner,399000
2011,110000,Diesel,Individual,Manual,First Owner,300000
2012,70000,Petrol,Individual,Automatic,First Owner,150000
2010,60000,Diesel,Individual,Manual,Third Owner,320000
2018,17000,Diesel,Individual,Manual,First Owner,1280000
2017,13000,Petrol,Individual,Manual,Second Owner,300000
2016,60000,Diesel,Individual,Manual,First Owner,1000000
2012,120000,Diesel,Individual,Manual,Second Owner,1090000
2012,97000,Diesel,Individual,Manual,Second Owner,450000
2007,130000,Petrol,Individual,Manual,Second Owner,60000
2013,50000,Petrol,Individual,Manual,First Owner,500000
2012,120000,Diesel,Individual,Manual,Second Owner,200000
2015,68000,Diesel,Individual,Manual,First Owner,650000
2006,100000,Petrol,Individual,Manual,Second Owner,60000
2013,80000,Diesel,Individual,Manual,First Owner,250999
2012,67000,CNG,Dealer,Manual,Second Owner,185000
2015,60000,Petrol,Individual,Manual,First Owner,155000
2019,5000,Petrol,Individual,Manual,First Owner,600000
2016,20000,Petrol,Individual,Manual,First Owner,300000
2018,12500,Petrol,Individual,Manual,First Owner,850000
2019,4000,CNG,Individual,Manual,First Owner,470000
2019,25000,Petrol,Individual,Manual,First Owner,600000
2013,70000,Diesel,Individual,Manual,Second Owner,700000
2007,162000,LPG,Individual,Manual,First Owner,70000
2010,205000,Diesel,Individual,Manual,Second Owner,1250000
2008,70000,Petrol,Individual,Automatic,Third Owner,650000
2018,70000,Diesel,Individual,Manual,Second Owner,450000
2014,100000,Diesel,Individual,Manual,Second Owner,750000
2013,70000,Diesel,Individual,Manual,Second Owner,775000
2011,220000,Diesel,Individual,Manual,First Owner,800000
2015,80000,Petrol,Individual,Manual,Second Owner,360000
2010,120000,Diesel,Individual,Manual,First Owner,250000
2017,22038,Diesel,Individual,Manual,First Owner,1490000
2013,80000,Diesel,Individual,Manual,First Owner,600000
2010,90000,Petrol,Individual,Manual,First Owner,120000
2012,140000,Diesel,Individual,Manual,Second Owner,320000
2011,120000,Diesel,Individual,Manual,Second Owner,400000
2015,60000,Diesel,Individual,Manual,First Owner,302000
2011,80000,Diesel,Individual,Manual,Second Owner,130000
2014,60000,Petrol,Individual,Manual,Second Owner,150000
2012,90000,Diesel,Individual,Manual,Second Owner,200000
2012,80000,Diesel,Individual,Manual,First Owner,950000
2008,175000,Diesel,Individual,Manual,Second Owner,120000
2019,10000,Diesel,Individual,Manual,First Owner,1400000
2017,65000,Petrol,Individual,Manual,First Owner,620000
2012,90000,Diesel,Individual,Manual,First Owner,449000
2007,70000,Petrol,Individual,Manual,First Owner,100000
2018,2500,Petrol,Individual,Manual,First Owner,600000
2016,35000,Diesel,Individual,Manual,First Owner,700000
2012,40000,Diesel,Individual,Manual,First Owner,250000
2018,63000,Petrol,Individual,Manual,First Owner,550000
2013,88000,Diesel,Dealer,Automatic,First Owner,675000
2015,55000,Diesel,Dealer,Manual,First Owner,530000
2014,71014,Diesel,Dealer,Manual,First Owner,325000
2015,60000,Diesel,Dealer,Manual,First Owner,370000
2014,70000,Diesel,Individual,Manual,First Owner,360000
2012,60000,Petrol,Dealer,Automatic,First Owner,650000
2012,92000,Diesel,Dealer,Manual,Third Owner,199000
2014,89126,Diesel,Individual,Manual,First Owner,285000
2009,134000,Diesel,Individual,Automatic,First Owner,260000
2019,15000,Petrol,Dealer,Automatic,First Owner,869999
2016,42500,Diesel,Dealer,Manual,First Owner,425000
2012,42000,Diesel,Dealer,Automatic,First Owner,490000
2015,70000,Diesel,Individual,Automatic,Second Owner,750000
2004,110000,Petrol,Individual,Manual,Third Owner,125000
2014,131365,Diesel,Individual,Manual,First Owner,221000
2016,48980,Diesel,Dealer,Automatic,First Owner,724000
2014,46000,Petrol,Dealer,Automatic,First Owner,440000
2009,60000,Petrol,Individual,Manual,Third Owner,70000
2015,58000,Diesel,Dealer,Manual,First Owner,511000
2016,22000,Diesel,Dealer,Manual,First Owner,790000
2017,37000,Petrol,Individual,Manual,First Owner,640000
2009,70000,Petrol,Individual,Manual,Fourth & Above Owner,120000
2012,98900,Diesel,Individual,Manual,Third Owner,126000
2012,125000,Diesel,Individual,Manual,First Owner,120000
2017,60000,Diesel,Individual,Manual,First Owner,650000
2014,80000,Petrol,Individual,Manual,Second Owner,450000
2010,80000,CNG,Individual,Manual,Fourth & Above Owner,110000
2017,40000,Diesel,Individual,Manual,First Owner,600000
2012,80000,Diesel,Individual,Manual,Second Owner,620000
2014,30000,Diesel,Individual,Manual,First Owner,600000
2018,35000,Diesel,Individual,Manual,First Owner,795000
2011,180000,Diesel,Individual,Manual,Third Owner,300000
2015,60000,Diesel,Individual,Manual,First Owner,495000
2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2015,127643,Diesel,Dealer,Automatic,First Owner,1750000
2018,34000,Diesel,Individual,Automatic,First Owner,1350000
2014,145000,Diesel,Individual,Manual,First Owner,350000
2018,25000,Petrol,Individual,Automatic,First Owner,300000
2018,54000,Petrol,Dealer,Manual,Second Owner,400000
2014,102354,Diesel,Dealer,Automatic,First Owner,1750000
1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,70000
2018,70000,Diesel,Individual,Manual,First Owner,500000
2017,36000,Diesel,Dealer,Automatic,First Owner,2575000
2014,58000,Petrol,Dealer,Manual,First Owner,345000
2013,100000,Diesel,Individual,Manual,First Owner,220000
2014,62237,Petrol,Dealer,Automatic,First Owner,1850000
2005,90000,Petrol,Dealer,Manual,Second Owner,114999
1999,100000,Petrol,Individual,Manual,Second Owner,50000
2017,14000,Petrol,Dealer,Manual,First Owner,585000
2018,21394,Diesel,Dealer,Manual,First Owner,950000
2018,13800,Petrol,Individual,Automatic,First Owner,625000
2017,23000,Petrol,Dealer,Automatic,First Owner,1035000
2015,32686,Petrol,Dealer,Manual,First Owner,310000
2017,99700,Diesel,Individual,Manual,First Owner,600000
2019,5000,Diesel,Individual,Automatic,First Owner,3100000
2014,49654,Diesel,Dealer,Manual,First Owner,650000
2016,45457,Petrol,Dealer,Manual,First Owner,550000
2017,39221,Diesel,Dealer,Manual,First Owner,1260000
2016,48220,Petrol,Dealer,Manual,First Owner,660000
2017,11114,Petrol,Dealer,Manual,First Owner,700000
2008,60208,Diesel,Dealer,Manual,First Owner,235000
2013,80000,Diesel,Dealer,Manual,First Owner,475000
2008,98600,Diesel,Dealer,Automatic,First Owner,795000
2016,13000,Petrol,Dealer,Automatic,First Owner,8900000
2015,30000,Diesel,Dealer,Automatic,First Owner,3200000
2019,18000,Petrol,Dealer,Automatic,First Owner,1860000
2010,100000,Diesel,Dealer,Automatic,First Owner,4200000
2015,58000,Petrol,Dealer,Automatic,First Owner,850000
2017,85441,Diesel,Dealer,Manual,First Owner,585000
2015,64541,Diesel,Dealer,Manual,First Owner,380000
2019,35000,Diesel,Individual,Manual,First Owner,650000
2018,30000,Petrol,Individual,Manual,First Owner,600000
2017,16267,Petrol,Dealer,Manual,First Owner,434999
2013,71500,Diesel,Dealer,Manual,First Owner,525000
2019,12999,Diesel,Dealer,Automatic,First Owner,4800000
2008,80000,Petrol,Individual,Manual,First Owner,160000
2007,90000,Petrol,Individual,Manual,Second Owner,160000
2012,28000,Petrol,Individual,Manual,First Owner,125000
2015,200000,Diesel,Individual,Manual,First Owner,430000
2017,14700,Petrol,Individual,Manual,First Owner,900000
2000,90000,Petrol,Individual,Manual,Second Owner,61000
2017,50000,Petrol,Individual,Manual,First Owner,400000
2009,100000,Petrol,Individual,Manual,Second Owner,150000
2019,24000,Petrol,Individual,Automatic,First Owner,950000
2013,100000,Diesel,Individual,Manual,First Owner,220000
2007,90000,Petrol,Individual,Manual,First Owner,110000
2015,30000,Petrol,Individual,Manual,First Owner,375000
2017,80000,Petrol,Individual,Manual,First Owner,350000
2012,92686,Diesel,Dealer,Manual,Second Owner,310000
2010,300000,Petrol,Individual,Manual,Third Owner,90000
2011,90000,Petrol,Individual,Manual,Second Owner,350000
2003,60000,Petrol,Individual,Manual,First Owner,100000
2017,40000,Diesel,Individual,Automatic,First Owner,1300000
2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,70000
2013,80000,Diesel,Individual,Manual,First Owner,225000
2002,100000,Petrol,Individual,Manual,First Owner,145000
2018,20000,Diesel,Individual,Manual,First Owner,930000
2019,51000,Petrol,Individual,Manual,First Owner,550000
2008,120000,Petrol,Individual,Manual,Second Owner,85000
2014,55000,Petrol,Individual,Manual,First Owner,280000
2018,6000,Petrol,Individual,Manual,First Owner,360000
2011,40000,Petrol,Individual,Manual,Second Owner,150000
2017,15000,Petrol,Individual,Automatic,First Owner,900000
2005,50000,Diesel,Individual,Manual,Second Owner,120000
2010,90000,Petrol,Individual,Manual,Second Owner,215000
2013,38500,Diesel,Individual,Manual,First Owner,550000
2018,35000,Petrol,Individual,Manual,First Owner,775000
2001,49359,Petrol,Individual,Manual,Third Owner,409999
2005,70000,Petrol,Individual,Manual,Second Owner,65000
2008,90000,Petrol,Individual,Manual,Second Owner,200000
2010,50000,Petrol,Individual,Manual,Second Owner,240000
2012,108731,Diesel,Individual,Manual,First Owner,800000
2010,120000,Diesel,Individual,Manual,First Owner,400000
2016,60000,Diesel,Individual,Manual,First Owner,500000
2007,90000,Diesel,Individual,Manual,Third Owner,150000
2014,140000,Diesel,Individual,Manual,Second Owner,500000
2014,80000,Petrol,Individual,Manual,First Owner,320000
2013,90000,Diesel,Individual,Manual,First Owner,300000
2017,40000,Diesel,Individual,Manual,First Owner,650000
2018,14000,Petrol,Individual,Manual,First Owner,285000
2012,70000,Diesel,Individual,Manual,Second Owner,360000
2009,55000,Petrol,Individual,Manual,Second Owner,450000
2011,60000,Petrol,Individual,Manual,Third Owner,175000
2011,74000,Diesel,Individual,Manual,Second Owner,350000
2020,45000,Diesel,Dealer,Manual,First Owner,530000
2017,38000,Diesel,Dealer,Manual,First Owner,1025000
2017,24000,Diesel,Dealer,Manual,First Owner,950000
2017,29976,Petrol,Dealer,Manual,First Owner,725000
2017,41000,Petrol,Dealer,Manual,First Owner,919999
2018,15000,Diesel,Dealer,Manual,First Owner,700000
2017,36000,Diesel,Dealer,Manual,First Owner,725000
2017,30646,Petrol,Dealer,Manual,First Owner,840000
2015,23600,Petrol,Dealer,Manual,First Owner,365000
2014,71318,Diesel,Dealer,Manual,First Owner,665000
2003,78098,Petrol,Individual,Manual,First Owner,50000
2014,30000,Petrol,Individual,Manual,First Owner,225000
2012,45000,Petrol,Individual,Manual,Second Owner,229999
2008,67000,Petrol,Individual,Manual,First Owner,145000
2018,14681,Diesel,Dealer,Manual,First Owner,624000
2015,25000,Petrol,Individual,Manual,First Owner,500000
2017,18054,Petrol,Dealer,Manual,First Owner,750000
2015,40000,Diesel,Individual,Manual,First Owner,785000
2011,30000,Petrol,Individual,Manual,First Owner,225000
2017,80000,Diesel,Individual,Manual,First Owner,300000
2016,20000,Diesel,Individual,Manual,First Owner,680000
2016,40000,Diesel,Individual,Manual,First Owner,700000
2011,120000,Diesel,Individual,Manual,First Owner,180000
2008,120000,Diesel,Individual,Manual,Second Owner,270000
2010,97000,Petrol,Individual,Manual,Second Owner,370000
2018,70000,Diesel,Individual,Manual,First Owner,1100000
2004,120000,Diesel,Individual,Manual,Second Owner,120000
2013,88000,Diesel,Individual,Manual,Second Owner,430000
2014,38406,Diesel,Dealer,Manual,First Owner,550000
2014,54350,Petrol,Dealer,Manual,First Owner,320000
2015,32260,Petrol,Dealer,Manual,First Owner,390000
2014,58231,Diesel,Dealer,Manual,First Owner,550000
2012,59858,Petrol,Dealer,Manual,First Owner,370000
2010,73350,Petrol,Dealer,Manual,First Owner,190000
2013,88473,Diesel,Dealer,Manual,First Owner,509999
2013,96987,Petrol,Dealer,Manual,First Owner,450000
2016,77350,Diesel,Dealer,Automatic,First Owner,5500000
2015,61187,Diesel,Dealer,Manual,First Owner,550000
2009,68350,Diesel,Dealer,Manual,First Owner,400000
2015,81150,Diesel,Dealer,Manual,First Owner,585000
2019,30000,Petrol,Individual,Manual,First Owner,500000
2015,30000,Petrol,Individual,Manual,First Owner,800000
2009,120000,Diesel,Individual,Manual,Second Owner,265000
2012,180000,Diesel,Individual,Manual,First Owner,175000
2007,50000,Petrol,Individual,Manual,Second Owner,125000
2010,80000,Diesel,Individual,Manual,First Owner,165000
2011,280000,Diesel,Individual,Manual,First Owner,150000
2015,90000,Diesel,Individual,Manual,Second Owner,1025000
2014,250000,Diesel,Individual,Manual,Second Owner,1030000
2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,380000
2010,110000,Diesel,Individual,Manual,Third Owner,250000
2000,80000,Petrol,Individual,Manual,Second Owner,85000
2016,35000,Diesel,Individual,Manual,First Owner,500000
2018,15000,Petrol,Individual,Manual,First Owner,350000
2010,52000,Petrol,Individual,Manual,Second Owner,190000
2009,140000,Diesel,Individual,Manual,First Owner,940000
2013,60000,Petrol,Individual,Manual,Second Owner,475000
2018,17000,Petrol,Individual,Manual,First Owner,300000
2016,70000,Petrol,Individual,Manual,Third Owner,250000
2001,97000,Petrol,Individual,Manual,Fourth & Above Owner,93000
2012,125000,Diesel,Individual,Manual,Second Owner,290000
2010,300000,Petrol,Individual,Manual,Third Owner,75000
2015,120000,Diesel,Individual,Manual,Second Owner,1000000
2015,87000,Diesel,Individual,Manual,First Owner,550000
2010,75000,Diesel,Individual,Manual,Third Owner,285000
2014,60000,Petrol,Individual,Manual,Second Owner,240000
2015,25000,Petrol,Individual,Manual,First Owner,850000
2016,26000,Petrol,Individual,Manual,First Owner,650000
2017,78000,CNG,Individual,Manual,First Owner,365000
2016,26000,Petrol,Individual,Manual,First Owner,650000
2015,35000,Petrol,Individual,Manual,First Owner,260000
2014,100000,Petrol,Individual,Manual,First Owner,250000
2007,80000,Petrol,Individual,Manual,Second Owner,550000
2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,70000
2013,80000,Diesel,Individual,Manual,First Owner,225000
2002,100000,Petrol,Individual,Manual,First Owner,145000
2018,20000,Diesel,Individual,Manual,First Owner,930000
2019,51000,Petrol,Individual,Manual,First Owner,550000
2008,120000,Petrol,Individual,Manual,Second Owner,85000
2014,55000,Petrol,Individual,Manual,First Owner,280000
2018,6000,Petrol,Individual,Manual,First Owner,360000
2011,40000,Petrol,Individual,Manual,Second Owner,150000
2017,15000,Petrol,Individual,Automatic,First Owner,900000
2005,50000,Diesel,Individual,Manual,Second Owner,120000
2010,90000,Petrol,Individual,Manual,Second Owner,215000
2013,38500,Diesel,Individual,Manual,First Owner,550000
2018,35000,Petrol,Individual,Manual,First Owner,775000
2001,49359,Petrol,Individual,Manual,Third Owner,409999
2005,70000,Petrol,Individual,Manual,Second Owner,65000
2008,90000,Petrol,Individual,Manual,Second Owner,200000
2010,50000,Petrol,Individual,Manual,Second Owner,240000
2012,108731,Diesel,Individual,Manual,First Owner,800000
2010,120000,Diesel,Individual,Manual,First Owner,400000
2012,40000,Petrol,Individual,Manual,Second Owner,229999
